filename	loci	population
Bern16_001.tags.tsv	27164	Bern16
Bern16_002.tags.tsv	27103	Bern16
Bern16_003.tags.tsv	27661	Bern16
Bern16_004.tags.tsv	26603	Bern16
Bern16_005.tags.tsv	28161	Bern16
Bern16_006.tags.tsv	26913	Bern16
Bern16_007.tags.tsv	28263	Bern16
Bern16_008.tags.tsv	25554	Bern16
Bern16_009.tags.tsv	27890	Bern16
Bern16_010.tags.tsv	24078	Bern16
Bern16_011.tags.tsv	28032	Bern16
Bern16_012.tags.tsv	27511	Bern16
Bern16_013.tags.tsv	28540	Bern16
Bern16_014.tags.tsv	28256	Bern16
Bern16_015.tags.tsv	28554	Bern16
Bern16_016.tags.tsv	28580	Bern16
Bern16_017.tags.tsv	25287	Bern16
Bern16_018.tags.tsv	27459	Bern16
Bern16_019.tags.tsv	28488	Bern16
Bern16_020.tags.tsv	28210	Bern16
Bern16_021.tags.tsv	26509	Bern16
Bern16_022.tags.tsv	24479	Bern16
Bern16_023.tags.tsv	28295	Bern16
Bern16_024.tags.tsv	28126	Bern16
Bern16_025.tags.tsv	25973	Bern16
Bern16_026.tags.tsv	27408	Bern16
Bern16_027.tags.tsv	27476	Bern16
Bern16_028.tags.tsv	25176	Bern16
Bern16_029.tags.tsv	26744	Bern16
Bern16_030.tags.tsv	26557	Bern16
Bern16_031.tags.tsv	28553	Bern16
Bern16_032.tags.tsv	28627	Bern16
Bern16_033.tags.tsv	26709	Bern16
Bern16_034.tags.tsv	22072	Bern16
Bern16_035.tags.tsv	23772	Bern16
Bern16_036.tags.tsv	28356	Bern16
Bern16_037.tags.tsv	28065	Bern16
Bern16_038.tags.tsv	27639	Bern16
Bern16_039.tags.tsv	27880	Bern16
Bern16_040.tags.tsv	26988	Bern16
Bute04_001.tags.tsv	28549	Bute04
Bute04_002.tags.tsv	28387	Bute04
Bute04_003.tags.tsv	28394	Bute04
Bute04_004.tags.tsv	28494	Bute04
Bute04_005.tags.tsv	28470	Bute04
Bute04_006.tags.tsv	28582	Bute04
Bute04_007.tags.tsv	28597	Bute04
Bute04_008.tags.tsv	28419	Bute04
Bute04_009.tags.tsv	28486	Bute04
Bute04_010.tags.tsv	28498	Bute04
Bute04_011.tags.tsv	28491	Bute04
Bute04_012.tags.tsv	28475	Bute04
Bute04_013.tags.tsv	28538	Bute04
Bute04_014.tags.tsv	28541	Bute04
Bute04_015.tags.tsv	28457	Bute04
Bute04_016.tags.tsv	28539	Bute04
Bute04_017.tags.tsv	28432	Bute04
Bute04_018.tags.tsv	28488	Bute04
Bute04_019.tags.tsv	28474	Bute04
Bute04_020.tags.tsv	28545	Bute04
Bute04_021.tags.tsv	28547	Bute04
Bute04_022.tags.tsv	28545	Bute04
Bute04_023.tags.tsv	28481	Bute04
Bute04_024.tags.tsv	28495	Bute04
Bute04_025.tags.tsv	28457	Bute04
Bute04_026.tags.tsv	28560	Bute04
Bute04_027.tags.tsv	28537	Bute04
Bute04_028.tags.tsv	28545	Bute04
Bute04_029.tags.tsv	28603	Bute04
Bute04_030.tags.tsv	28526	Bute04
Bute04_031.tags.tsv	28591	Bute04
Bute04_032.tags.tsv	28471	Bute04
Bute04_033.tags.tsv	28539	Bute04
Bute04_034.tags.tsv	28471	Bute04
Bute04_035.tags.tsv	28528	Bute04
Bute04_036.tags.tsv	28493	Bute04
Bute04_037.tags.tsv	28592	Bute04
Bute04_038.tags.tsv	28546	Bute04
Bute04_039.tags.tsv	28521	Bute04
Bute04_041.tags.tsv	28573	Bute04
Bute04_042_REP.tags.tsv	28573	Bute04
Bute04_042.tags.tsv	28547	Bute04
Bute04_043.tags.tsv	28588	Bute04
Bute04_044.tags.tsv	28500	Bute04
Bute04_045.tags.tsv	28576	Bute04
Bute04_046.tags.tsv	28377	Bute04
Bute04_047.tags.tsv	28545	Bute04
Bute04_048.tags.tsv	28445	Bute04
Case07_001.tags.tsv	28279	Case07
Case07_002.tags.tsv	28449	Case07
Case07_003.tags.tsv	28469	Case07
Case07_004.tags.tsv	27814	Case07
Case07_005.tags.tsv	28332	Case07
Case07_006.tags.tsv	28264	Case07
Case07_007.tags.tsv	27073	Case07
Case07_008_rep.tags.tsv	28490	Case07
Case07_008.tags.tsv	28586	Case07
Case07_010.tags.tsv	27654	Case07
Case07_011.tags.tsv	27881	Case07
Case07_012.tags.tsv	27746	Case07
Case07_013.tags.tsv	17072	Case07
Case07_014.tags.tsv	27731	Case07
Case07_015.tags.tsv	27584	Case07
Case07_016.tags.tsv	28238	Case07
Case07_017.tags.tsv	28304	Case07
Case07_018.tags.tsv	28188	Case07
Case07_019.tags.tsv	28479	Case07
Case07_020.tags.tsv	28177	Case07
Case07_021.tags.tsv	27846	Case07
Case07_022_rep.tags.tsv	27979	Case07
Case07_022.tags.tsv	27246	Case07
Case07_024.tags.tsv	28501	Case07
Case07_025.tags.tsv	26239	Case07
Case07_026.tags.tsv	22169	Case07
Case07_027.tags.tsv	28000	Case07
Case07_028.tags.tsv	28182	Case07
Case07_029_rep.tags.tsv	25913	Case07
Case07_029.tags.tsv	26556	Case07
Case07_031.tags.tsv	24379	Case07
Case07_033.tags.tsv	28498	Case07
Case07_034.tags.tsv	28564	Case07
Case07_035.tags.tsv	28540	Case07
Case07_036.tags.tsv	28549	Case07
Case07_037.tags.tsv	28536	Case07
Case07_038.tags.tsv	28462	Case07
Case07_039.tags.tsv	28471	Case07
Case07_040.tags.tsv	28562	Case07
Case07_041.tags.tsv	28401	Case07
Case07_042.tags.tsv	28533	Case07
Case07_043.tags.tsv	28574	Case07
Case07_044.tags.tsv	28527	Case07
Case07_045.tags.tsv	28380	Case07
Case07_046.tags.tsv	28456	Case07
Case07_047.tags.tsv	28352	Case07
Case07_048.tags.tsv	28552	Case07
ChPt14_001.tags.tsv	28435	ChPt14
ChPt14_002.tags.tsv	26017	ChPt14
ChPt14_003.tags.tsv	27806	ChPt14
ChPt14_004.tags.tsv	27183	ChPt14
ChPt14_005.tags.tsv	19678	ChPt14
ChPt14_006.tags.tsv	27725	ChPt14
ChPt14_007.tags.tsv	27587	ChPt14
ChPt14_008.tags.tsv	28475	ChPt14
ChPt14_009.tags.tsv	24475	ChPt14
ChPt14_010.tags.tsv	24017	ChPt14
ChPt14_011.tags.tsv	26734	ChPt14
ChPt14_012.tags.tsv	27930	ChPt14
ChPt14_013.tags.tsv	27918	ChPt14
ChPt14_014.tags.tsv	26780	ChPt14
ChPt14_015.tags.tsv	27874	ChPt14
ChPt14_016.tags.tsv	28502	ChPt14
ChPt14_017.tags.tsv	28196	ChPt14
ChPt14_018.tags.tsv	28170	ChPt14
ChPt14_019.tags.tsv	27918	ChPt14
ChPt14_020.tags.tsv	28394	ChPt14
ChPt14_021.tags.tsv	28261	ChPt14
ChPt14_022.tags.tsv	12026	ChPt14
ChPt14_023.tags.tsv	28525	ChPt14
ChPt14_024.tags.tsv	22847	ChPt14
ChPt14_025.tags.tsv	28078	ChPt14
ChPt14_026.tags.tsv	26314	ChPt14
ChPt14_027.tags.tsv	22196	ChPt14
ChPt14_028.tags.tsv	17445	ChPt14
ChPt14_029.tags.tsv	5861	ChPt14
ChPt14_030.tags.tsv	13717	ChPt14
ChPt14_031.tags.tsv	27308	ChPt14
ChPt14_032.tags.tsv	28305	ChPt14
ChPt14_033.tags.tsv	27990	ChPt14
ChPt14_034.tags.tsv	22109	ChPt14
ChPt14_035.tags.tsv	25236	ChPt14
ChPt14_036.tags.tsv	28181	ChPt14
ChPt14_037.tags.tsv	0	ChPt14
ChPt14_038.tags.tsv	26467	ChPt14
ChPt14_039.tags.tsv	27243	ChPt14
ChPt14_040.tags.tsv	0	ChPt14
ChPt14_041.tags.tsv	11015	ChPt14
ChPt14_042.tags.tsv	27669	ChPt14
ChPt14_043.tags.tsv	10874	ChPt14
ChPt14_044.tags.tsv	22125	ChPt14
ChPt14_045.tags.tsv	1714	ChPt14
ChPt14_046.tags.tsv	27470	ChPt14
ChPt14_047.tags.tsv	4370	ChPt14
ChPt14_048.tags.tsv	27777	ChPt14
ChPt16_001.1.tags.tsv	28673	ChPt16
ChPt16_002.1.tags.tsv	28635	ChPt16
ChPt16_003.1.tags.tsv	28602	ChPt16
ChPt16_005.1.tags.tsv	26618	ChPt16
ChPt16_006.1.tags.tsv	28489	ChPt16
ChPt16_007.1.tags.tsv	28473	ChPt16
ChPt16_008.1.tags.tsv	28465	ChPt16
ChPt16_009.1.tags.tsv	28733	ChPt16
ChPt16_010.1.tags.tsv	25367	ChPt16
ChPt16_011.1.tags.tsv	20494	ChPt16
ChPt16_012.1.tags.tsv	28527	ChPt16
ChPt16_013.1.tags.tsv	27763	ChPt16
ChPt16_014.1.tags.tsv	28630	ChPt16
ChPt16_015.1.tags.tsv	26509	ChPt16
ChPt16_016.1.tags.tsv	28640	ChPt16
ChPt16_017.1.tags.tsv	28584	ChPt16
ChPt16_018.1.tags.tsv	28585	ChPt16
ChPt16_019.1.tags.tsv	28224	ChPt16
ChPt16_020.1.tags.tsv	28594	ChPt16
ChPt16_021.1.tags.tsv	28586	ChPt16
ChPt16_023.1.tags.tsv	28533	ChPt16
ChPt16_024.1.tags.tsv	28605	ChPt16
ChPt16_025.1.tags.tsv	28659	ChPt16
ChPt16_026.1.tags.tsv	28356	ChPt16
ChPt16_027.1.tags.tsv	28659	ChPt16
ChPt16_028.1.tags.tsv	28366	ChPt16
ChPt16_029.1.tags.tsv	28615	ChPt16
ChPt16_030.1.tags.tsv	28608	ChPt16
ChPt16_031.1.tags.tsv	28631	ChPt16
ChPt16_032.1.tags.tsv	28601	ChPt16
ChPt16_033.1.tags.tsv	28607	ChPt16
ChPt16_034.1.tags.tsv	27846	ChPt16
ChPt16_035.1.tags.tsv	27567	ChPt16
ChPt16_036.1.tags.tsv	27367	ChPt16
ChPt16_037.1.tags.tsv	28576	ChPt16
ChPt16_038.1.tags.tsv	28332	ChPt16
ChPt16_039.1.tags.tsv	28649	ChPt16
ChPt16_040.1.tags.tsv	28057	ChPt16
ChPt16_041.1.tags.tsv	28541	ChPt16
ChPt16_042.1.tags.tsv	28111	ChPt16
ChPt16_043.1.tags.tsv	28504	ChPt16
ChPt16_044.1.tags.tsv	28577	ChPt16
ChPt16_045.1.tags.tsv	28604	ChPt16
ChPt16_046.1.tags.tsv	28621	ChPt16
ChPt16_047.1.tags.tsv	28647	ChPt16
ChPt16_048.1.tags.tsv	28503	ChPt16
ChPt16_049.1.tags.tsv	28603	ChPt16
ChPt16_050.1.tags.tsv	28621	ChPt16
ChPt16_051.1.tags.tsv	28523	ChPt16
ChPt16_052.1.tags.tsv	28620	ChPt16
ElBy15_009.1.tags.tsv	28195	ElBy15
ElBy15_016.1.tags.tsv	27615	ElBy15
ElBy15_044.1.tags.tsv	28577	ElBy15
ElBy15_101.1.tags.tsv	28593	ElBy15
ElBy15_102.1.tags.tsv	840	ElBy15
ElBy15_103.1.tags.tsv	28599	ElBy15
ElBy15_104.1.tags.tsv	23765	ElBy15
ElBy15_105.1.tags.tsv	28561	ElBy15
ElBy15_106.1.tags.tsv	28611	ElBy15
ElBy15_107.1.tags.tsv	0	ElBy15
ElBy15_108.1.tags.tsv	28640	ElBy15
ElBy15_109.1.tags.tsv	28626	ElBy15
ElBy15_110.1.tags.tsv	28553	ElBy15
ElBy15_111.1.tags.tsv	28475	ElBy15
ElBy15_112.1.tags.tsv	28542	ElBy15
ElBy15_113.1.tags.tsv	28551	ElBy15
ElBy15_114.1.tags.tsv	28540	ElBy15
ElBy15_115.1.tags.tsv	28605	ElBy15
ElBy15_118.1.tags.tsv	28543	ElBy15
ElBy15_119.1.tags.tsv	28299	ElBy15
ElBy15_120.1.tags.tsv	28362	ElBy15
ElBy15_128.1.tags.tsv	28292	ElBy15
ElBy15_129.1.tags.tsv	28599	ElBy15
ElBy15_175.1.tags.tsv	24089	ElBy15
ElBy15_176.1.tags.tsv	28449	ElBy15
ElBy15_177.1.tags.tsv	28421	ElBy15
ElBy15_178.1.tags.tsv	28421	ElBy15
ElBy15_179.1.tags.tsv	28487	ElBy15
ElBy15_180.1.tags.tsv	28532	ElBy15
ElBy15_181.1.tags.tsv	28559	ElBy15
ElBy15_182.1.tags.tsv	28464	ElBy15
ElBy15_183.1.tags.tsv	28514	ElBy15
ElBy15_184.1.tags.tsv	27831	ElBy15
ElBy15_185.1.tags.tsv	28601	ElBy15
ElBy15_186.1.tags.tsv	28126	ElBy15
ElBy15_187.1.tags.tsv	28626	ElBy15
ElBy15_188.1.tags.tsv	27282	ElBy15
ElBy15_189.1.tags.tsv	28612	ElBy15
ElBy15_190.1.tags.tsv	28568	ElBy15
ElBy15_191.1.tags.tsv	28609	ElBy15
ElBy15_192.1.tags.tsv	28640	ElBy15
ElBy15_193.1.tags.tsv	28592	ElBy15
ElBy15_195.1.tags.tsv	28600	ElBy15
ElBy15_197.1.tags.tsv	28613	ElBy15
ElBy15_199.1.tags.tsv	28597	ElBy15
ElBy15_200.1.tags.tsv	27918	ElBy15
ElBy15_201.1.tags.tsv	28470	ElBy15
ElBy15_202.1.tags.tsv	20079	ElBy15
ElBy15_203.1.tags.tsv	28602	ElBy15
ElBy15_204.1.tags.tsv	28610	ElBy15
Ells15_001.tags.tsv	28343	Ells15
Ells15_002.tags.tsv	28465	Ells15
Ells15_003.tags.tsv	28478	Ells15
Ells15_004.tags.tsv	28433	Ells15
Ells15_005.tags.tsv	28506	Ells15
Ells15_006.tags.tsv	28423	Ells15
Ells15_007.tags.tsv	28483	Ells15
Ells15_008.tags.tsv	28431	Ells15
Ells15_009.tags.tsv	28416	Ells15
Ells15_010.tags.tsv	28324	Ells15
Ells15_011.tags.tsv	28401	Ells15
Ells15_012.tags.tsv	28470	Ells15
Ells15_013.tags.tsv	28539	Ells15
Ells15_014.tags.tsv	28442	Ells15
Ells15_015.tags.tsv	28375	Ells15
Ells15_016.tags.tsv	28488	Ells15
Ells15_017.tags.tsv	28490	Ells15
Ells15_018.tags.tsv	28463	Ells15
Ells15_019.tags.tsv	28470	Ells15
Ells15_020.tags.tsv	28504	Ells15
Ells15_021.tags.tsv	28497	Ells15
Ells15_022.tags.tsv	28500	Ells15
Ells15_023.tags.tsv	28517	Ells15
Ells15_024.tags.tsv	28463	Ells15
Ells15_025.tags.tsv	28547	Ells15
Ells15_026.tags.tsv	28374	Ells15
Ells15_027.tags.tsv	28510	Ells15
Ells15_028.tags.tsv	28490	Ells15
Ells15_029.tags.tsv	28501	Ells15
Ells15_030.tags.tsv	28488	Ells15
Ells15_031.tags.tsv	28518	Ells15
Ells15_032.tags.tsv	28492	Ells15
Ells15_033.tags.tsv	28494	Ells15
Ells15_034.tags.tsv	28444	Ells15
Ells15_035.tags.tsv	28516	Ells15
Ells15_036.tags.tsv	28513	Ells15
Ells15_037.tags.tsv	28483	Ells15
Ells15_038.tags.tsv	28479	Ells15
Ells15_039.tags.tsv	28544	Ells15
Ells15_040_REP.tags.tsv	28348	Ells15
Ells15_040.tags.tsv	28430	Ells15
Ells15_041.tags.tsv	28476	Ells15
Ells15_042.tags.tsv	28393	Ells15
Ells15_043.tags.tsv	28472	Ells15
Ells15_044.tags.tsv	28502	Ells15
Ells15_045.tags.tsv	28549	Ells15
Ells15_046.tags.tsv	28373	Ells15
Ells15_047.tags.tsv	28492	Ells15
Ells15_048.tags.tsv	28480	Ells15
Gabr15_001.tags.tsv	28463	Gabr15
Gabr15_002.tags.tsv	28527	Gabr15
Gabr15_003.tags.tsv	28569	Gabr15
Gabr15_004.tags.tsv	28615	Gabr15
Gabr15_005.tags.tsv	28554	Gabr15
Gabr15_006.tags.tsv	28556	Gabr15
Gabr15_007.tags.tsv	28554	Gabr15
Gabr15_008.tags.tsv	28602	Gabr15
Gabr15_009.tags.tsv	28395	Gabr15
Gabr15_010.tags.tsv	28595	Gabr15
Gabr15_011.tags.tsv	28234	Gabr15
Gabr15_012.tags.tsv	28577	Gabr15
Gabr15_013.tags.tsv	28524	Gabr15
Gabr15_014.tags.tsv	28497	Gabr15
Gabr15_015.tags.tsv	28578	Gabr15
Gabr15_016.tags.tsv	28584	Gabr15
Gabr15_017.tags.tsv	28492	Gabr15
Gabr15_018.tags.tsv	28497	Gabr15
Gabr15_019.tags.tsv	28526	Gabr15
Gabr15_020.tags.tsv	28494	Gabr15
Gabr15_021.tags.tsv	28579	Gabr15
Gabr15_022.tags.tsv	28539	Gabr15
Gabr15_023.tags.tsv	28461	Gabr15
Gabr15_024.tags.tsv	28561	Gabr15
Gabr15_025.tags.tsv	28539	Gabr15
Gabr15_026.tags.tsv	28553	Gabr15
Gabr15_027.tags.tsv	28525	Gabr15
Gabr15_028.tags.tsv	28572	Gabr15
Gabr15_030.tags.tsv	28564	Gabr15
Gabr15_031.tags.tsv	28533	Gabr15
Gabr15_032_REP.tags.tsv	28576	Gabr15
Gabr15_032.tags.tsv	28557	Gabr15
Gabr15_033.tags.tsv	28536	Gabr15
Gabr15_034.tags.tsv	28496	Gabr15
Gabr15_035.tags.tsv	28539	Gabr15
Gabr15_036.tags.tsv	28554	Gabr15
Gabr15_037.tags.tsv	28547	Gabr15
Gabr15_038.tags.tsv	28527	Gabr15
