sample	n_loci	population	group
HS04_016	23348	HecStrait04	Alaska
PO010715_17.1_92bp	24371	Pohang15	Korea
GEO020414_13_300_92bp	24485	Geoje14	Korea
JB021108_04.1_92bp	21573	JinhaeBay08	Korea
PS12_048	22468	JuandeFuca12	Alaska
JB121807_08_92bp	24660	JinhaeBay07	Korea
PS12_046	22751	JuandeFuca12	Alaska
PS12_045	20661	JuandeFuca12	Alaska
PS12_044	21697	JuandeFuca12	Alaska
PS12_043	13384	JuandeFuca12	Alaska
PS12_042	16977	JuandeFuca12	Alaska
BOR07_22_92bp	24748	Boryeong07	Korea
PS12_040	23303	JuandeFuca12	Alaska
KOD03_074	22877	Kodiak03	Alaska
KOD03_075	20480	Kodiak03	Alaska
KOD03_076	22432	Kodiak03	Alaska
KOD03_077	21372	Kodiak03	Alaska
KOD03_070	19952	Kodiak03	Alaska
KOD03_071	23076	Kodiak03	Alaska
KOD03_072	20086	Kodiak03	Alaska
KOD03_073	19525	Kodiak03	Alaska
JB021108_46.1_92bp	24768	JinhaeBay08	Korea
KOD03_078	23184	Kodiak03	Alaska
KOD03_079	20163	Kodiak03	Alaska
JB021108_35_92bp	23161	JinhaeBay08	Korea
JB121807_18_92bp	24423	JinhaeBay07	Korea
GEO020414_23_300_92bp	24812	Geoje14	Korea
JB021108_29_92bp	22614	JinhaeBay08	Korea
NA021015_06_2_92bp	24978	Namhae15	Korea
YS121315_15_92bp	24633	YellowSea16	Korea
NA021015_06.1_92bp	24618	Namhae15	Korea
JB121807_24.1_92bp	24041	JinhaeBay07	Korea
KOD03_092	10937	Kodiak03	Alaska
KOD03_093	22286	Kodiak03	Alaska
KOD03_090	22654	Kodiak03	Alaska
KOD03_091	16160	Kodiak03	Alaska
KOD03_096	22929	Kodiak03	Alaska
KOD03_097	22021	Kodiak03	Alaska
KOD03_094	19609	Kodiak03	Alaska
KOD03_095	20446	Kodiak03	Alaska
GE011215_09.1_92bp	24576	Geoje15	Korea
JB021108_38.1_92bp	20286	JinhaeBay08	Korea
JUK07_16_rep.1_92bp	24502	Jukbyeon07	Korea
JB021108_46_rep.1_92bp	24718	JinhaeBay08	Korea
JB121807_47_92bp	6946	JinhaeBay07	Korea
JUK07_28_92bp	22212	Jukbyeon07	Korea
JB121807_26_c_92bp	21789	JinhaeBay07	Korea
PWS12_054	23240	PWSound12	Alaska
JB021108_30_92bp	24774	JinhaeBay08	Korea
JB021108_47.1_92bp	24704	JinhaeBay08	Korea
GE011215_10.1_92bp	24555	Geoje15	Korea
JUK07_27_92bp	24348	Jukbyeon07	Korea
UP03_048	22532	UnimakPass03	Alaska
JUK07_21_92bp	24125	Jukbyeon07	Korea
PO031715_20.1_92bp	24201	Pohang15	Korea
GEO020414_8_92bp	24617	Geoje14	Korea
JB121807_03.1_92bp	24450	JinhaeBay07	Korea
JB021108_37.1_92bp	24562	JinhaeBay08	Korea
PWS12_076	20038	PWSound12	Alaska
PWS12_077	21864	PWSound12	Alaska
PWS12_075	23559	PWSound12	Alaska
PWS12_078	12627	PWSound12	Alaska
GE012315_09.1_92bp	24834	Geoje15	Korea
JB121807_16.1_92bp	17915	JinhaeBay07	Korea
BOR07_06.1_92bp	24651	Boryeong07	Korea
YS_121316_07_92bp	24716	YellowSea16	Korea
GEO020414_3_92bp	24568	Geoje14	Korea
UP03_009	22438	UnimakPass03	Alaska
PO020515_09.1_92bp	23928	Pohang15	Korea
GE011215_07.1_92bp	24119	Geoje15	Korea
JB121807_46_92bp	23529	JinhaeBay07	Korea
JUK07_15_92bp	24554	Jukbyeon07	Korea
AD06_044	23214	Adak06	Alaska
JUK07_34_92bp	24350	Jukbyeon07	Korea
JB021108_33_92bp	13483	JinhaeBay08	Korea
JB021108_13.1_92bp	24135	JinhaeBay08	Korea
JB121807_07.1_92bp	30	JinhaeBay07	Korea
JB021108_19.1_92bp	24348	JinhaeBay08	Korea
PO020515_01_92bp	24632	Pohang15	Korea
PWS12_009	22742	PWSound12	Alaska
JUK07_10_92bp	22071	Jukbyeon07	Korea
