LIST OF LOGLIKELIHOODS

This output shows the Ln(Likelihood) for each of the four following
relationships:

U  = Unrelated
HS = Half Sibs
FS = Full Sibs
PO = Parent / Offspring

Interpretation

R                     This column lists the relationship with the highest likelihood.
LnL(R)                This column lists the log likelihood of R
Delta Ln(L)           These columns list how much lower the log likelihoods are for
                          the other relationships. For example, if there is a 2.1
                          the FS column, it means that the loglikelihood of the
                          individuals being full sibs is 2.1 less than the
                          loglikelihood of the relationship with the highest
                          likelihood.

Note:                 A Delta Ln(L) of '9999' indicates that the relationship
                           is not possible.


						Delta Ln(L)
Ind1	Ind2	R	LnL(R)		U	HS	FS	PO
PS12_026	GS13_009	U	-2520.93		-	62.01	234.57	9999
PS12_026	GS13_010	U	-2698.59		-	52.37	221.60	9999
PS12_026	GS13_011	U	-3065.86		-	55.19	250.11	9999
PS12_026	GS13_012	U	-3186.31		-	53.16	254.24	9999
PS12_026	GS13_013	U	-3067.42		-	40.12	211.69	9999
PS12_026	GS13_014	U	-3072.60		-	62.89	265.49	9999
PS12_026	GS13_015	U	-2930.57		-	54.19	232.70	9999
PS12_026	GS13_016	U	-3120.08		-	50.91	239.09	9999
PS12_026	GS13_017	U	-3145.33		-	88.02	299.21	9999
PS12_026	PS12_001	U	-3037.56		-	42.88	225.68	9999
PS12_026	PS12_002	U	-2786.27		-	26.94	167.86	9999
PS12_026	PS12_003	U	-3116.72		-	47.09	231.43	9999
PS12_026	PS12_004	U	-2635.82		-	66.72	245.46	9999
PS12_026	PS12_005	U	-3012.27		-	59.40	247.47	9999
PS12_026	PS12_006	U	-3079.08		-	43.68	225.56	9999
PS12_026	PS12_007	U	-2901.54		-	65.96	255.80	9999
PS12_026	PS12_008	U	-3111.27		-	40.27	221.38	9999
PS12_026	PS12_009	U	-2918.99		-	29.66	188.66	9999
PS12_026	PS12_010	U	-2606.52		-	53.86	218.22	9999
PS12_026	PS12_011	U	-2649.77		-	51.33	213.75	9999
PS12_026	PS12_012	U	-3096.56		-	55.60	247.98	9999
PS12_026	PS12_013	U	-2952.40		-	39.63	203.90	9999
PS12_026	PS12_016	U	-3155.44		-	59.53	260.54	9999
PS12_026	PS12_017	U	-3154.55		-	59.77	260.08	9999
PS12_026	PS12_018	U	-3006.91		-	55.30	240.83	9999
PS12_026	PS12_019	U	-2892.02		-	54.02	232.60	9999
PS12_026	PS12_020	U	-3117.85		-	78.18	298.25	9999
PS12_026	PS12_021	U	-3057.13		-	57.37	244.98	9999
PS12_026	PS12_022	U	-3130.81		-	64.16	261.29	9999
PS12_026	PS12_023	U	-2616.17		-	67.10	245.50	9999
PS12_026	PS12_024	U	-3155.30		-	46.63	233.24	9999
PS12_026	PS12_025	U	-3170.05		-	64.35	265.42	9999
PS12_027	GS13_001	U	-3377.95		-	84.29	315.78	9999
PS12_027	GS13_002	U	-2677.15		-	56.73	228.26	9999
PS12_027	GS13_003	U	-3157.61		-	63.01	265.11	9999
PS12_027	GS13_004	U	-2757.95		-	52.96	223.39	9999
PS12_027	GS13_005	U	-3377.75		-	79.75	308.59	9999
PS12_027	GS13_006	U	-3340.18		-	60.90	271.16	9999
PS12_027	GS13_007	U	-2893.46		-	38.80	214.82	9999
PS12_027	GS13_008	U	-3281.81		-	82.55	308.63	9999
PS12_027	GS13_009	U	-2618.74		-	44.51	206.21	9999
PS12_027	GS13_010	U	-2834.54		-	43.58	209.69	9999
PS12_027	GS13_011	U	-3215.13		-	51.42	253.00	9999
PS12_027	GS13_012	U	-3363.03		-	47.36	235.29	9999
PS12_027	GS13_013	U	-3212.68		-	69.51	279.93	9999
PS12_027	GS13_014	U	-3230.39		-	62.43	275.72	9999
PS12_027	GS13_015	U	-3077.66		-	68.57	263.21	9999
PS12_027	GS13_016	U	-3280.75		-	40.67	229.51	9999
PS12_027	GS13_017	U	-3299.68		-	56.08	256.14	9999
PS12_027	PS12_001	U	-3168.05		-	41.39	218.96	9999
PS12_027	PS12_002	U	-2902.32		-	55.26	231.63	9999
PS12_027	PS12_003	U	-3266.69		-	60.05	266.43	9999
PS12_027	PS12_004	U	-2779.17		-	46.08	221.26	9999
PS12_027	PS12_005	U	-3162.88		-	53.45	248.76	9999
PS12_027	PS12_006	U	-3236.00		-	32.01	209.97	9999
PS12_027	PS12_007	U	-3052.41		-	47.31	227.21	9999
PS12_027	PS12_008	U	-3284.49		-	63.56	270.10	9999
PS12_027	PS12_009	U	-3063.60		-	39.95	220.06	9999
PS12_027	PS12_010	U	-2719.38		-	29.12	171.83	9999
PS12_027	PS12_011	U	-2792.00		-	43.53	206.07	9999
PS12_027	PS12_012	U	-3261.78		-	23.89	188.77	9999
PS12_027	PS12_013	U	-3081.59		-	22.94	193.72	9999
PS12_027	PS12_016	U	-3321.53		-	43.11	231.43	9999
PS12_027	PS12_017	U	-3317.52		-	45.26	236.67	9999
PS12_027	PS12_018	U	-3173.74		-	27.57	190.93	9999
PS12_027	PS12_019	U	-3001.37		-	50.04	231.16	9999
PS12_027	PS12_020	U	-3272.23		-	51.38	252.39	9999
PS12_027	PS12_021	U	-3203.83		-	68.18	286.39	9999
PS12_027	PS12_022	U	-3289.20		-	47.60	229.57	9999
PS12_027	PS12_023	U	-2727.61		-	49.68	223.48	9999
PS12_027	PS12_024	U	-3302.42		-	33.90	207.86	9999
PS12_027	PS12_025	U	-3328.71		-	50.54	253.63	9999
PS12_027	PS12_026	U	-3098.64		-	29.49	188.60	9999
PS12_028	GS13_001	U	-3318.68		-	77.58	302.69	9999
PS12_028	GS13_002	U	-2607.91		-	64.80	247.13	9999
PS12_028	GS13_003	U	-3115.66		-	80.20	287.08	9999
PS12_028	GS13_004	U	-2687.39		-	52.25	214.99	9999
PS12_028	GS13_005	U	-3308.91		-	75.29	297.31	9999
PS12_028	GS13_006	U	-3270.30		-	88.68	313.32	9999
PS12_028	GS13_007	U	-2860.63		-	61.24	237.18	9999
PS12_028	GS13_008	U	-3229.28		-	66.54	274.80	9999
PS12_028	GS13_009	U	-2547.42		-	40.55	188.78	9999
PS12_028	GS13_010	U	-2777.17		-	69.54	247.83	9999
PS12_028	GS13_011	U	-3163.15		-	37.16	215.61	9999
PS12_028	GS13_012	U	-3296.52		-	51.58	257.11	9999
PS12_028	GS13_013	U	-3130.59		-	56.01	242.44	9999
PS12_028	GS13_014	U	-3186.90		-	50.14	247.22	9999
PS12_028	GS13_015	U	-2995.62		-	70.35	274.01	9999
PS12_028	GS13_016	U	-3224.34		-	62.21	266.60	9999
PS12_028	GS13_017	U	-3235.54		-	56.70	255.47	9999
PS12_028	PS12_001	U	-3113.07		-	72.30	274.57	9999
PS12_028	PS12_002	U	-2882.89		-	38.42	201.90	9999
PS12_028	PS12_003	U	-3223.47		-	49.36	241.89	9999
PS12_028	PS12_004	U	-2707.31		-	44.65	209.52	9999
PS12_028	PS12_005	U	-3104.54		-	53.22	246.07	9999
PS12_028	PS12_006	U	-3172.98		-	60.11	259.56	9999
PS12_028	PS12_007	U	-2984.92		-	54.55	243.05	9999
PS12_028	PS12_008	U	-3223.39		-	58.72	264.69	9999
PS12_028	PS12_009	U	-3018.30		-	69.84	266.12	9999
PS12_028	PS12_010	U	-2635.63		-	66.64	238.83	9999
PS12_028	PS12_011	U	-2747.65		-	41.78	203.06	9999
PS12_028	PS12_012	U	-3194.46		-	46.36	230.77	9999
PS12_028	PS12_013	U	-3035.83		-	54.24	229.70	9999
PS12_028	PS12_016	U	-3257.54		-	62.45	275.03	9999
PS12_028	PS12_017	U	-3256.81		-	61.22	272.14	9999
PS12_028	PS12_018	U	-3129.68		-	51.23	244.24	9999
PS12_028	PS12_019	U	-2926.08		-	53.84	234.87	9999
PS12_028	PS12_020	U	-3212.26		-	63.40	263.56	9999
PS12_028	PS12_021	U	-3175.11		-	57.55	258.60	9999
PS12_028	PS12_022	U	-3236.17		-	45.35	231.23	9999
PS12_028	PS12_023	U	-2694.01		-	53.84	219.18	9999
PS12_028	PS12_024	U	-3254.74		-	56.60	261.65	9999
PS12_028	PS12_025	U	-3270.82		-	51.00	241.91	9999
PS12_028	PS12_026	U	-3055.59		-	52.82	234.44	9999
PS12_028	PS12_027	U	-3205.00		-	43.81	232.62	9999
PS12_029	GS13_001	U	-3462.41		-	67.14	281.02	9999
PS12_029	GS13_002	U	-2679.13		-	59.72	238.98	9999
PS12_029	GS13_003	U	-3240.14		-	56.81	247.86	9999
PS12_029	GS13_004	U	-2803.95		-	56.61	237.68	9999
PS12_029	GS13_005	U	-3448.57		-	59.12	265.39	9999
PS12_029	GS13_006	U	-3425.24		-	62.56	264.66	9999
PS12_029	GS13_007	U	-2968.12		-	85.06	293.80	9999
PS12_029	GS13_008	U	-3344.47		-	72.95	293.13	9999
PS12_029	GS13_009	U	-2692.76		-	59.37	240.41	9999
PS12_029	GS13_010	U	-2870.45		-	54.59	235.70	9999
PS12_029	GS13_011	U	-3301.80		-	55.72	258.36	9999
PS12_029	GS13_012	U	-3442.93		-	48.49	260.30	9999
PS12_029	GS13_013	U	-3280.49		-	65.50	283.70	9999
PS12_029	GS13_014	U	-3313.69		-	40.66	239.41	9999
PS12_029	GS13_015	U	-3108.77		-	59.07	258.98	9999
PS12_029	GS13_016	U	-3355.97		-	46.23	243.29	9999
PS12_029	GS13_017	U	-3378.65		-	61.01	268.84	9999
PS12_029	PS12_001	U	-3255.62		-	48.02	240.07	9999
PS12_029	PS12_002	U	-3000.38		-	50.04	225.20	9999
PS12_029	PS12_003	U	-3358.05		-	72.78	286.48	9999
PS12_029	PS12_004	U	-2817.47		-	77.07	270.83	9999
PS12_029	PS12_005	U	-3240.19		-	35.21	207.43	9999
PS12_029	PS12_006	U	-3325.03		-	66.94	280.38	9999
PS12_029	PS12_007	U	-3116.69		-	73.20	281.69	9999
PS12_029	PS12_008	U	-3360.45		-	34.70	211.27	9999
PS12_029	PS12_009	U	-3142.05		-	72.53	282.34	9999
PS12_029	PS12_010	U	-2792.75		-	43.34	210.92	9999
PS12_029	PS12_011	U	-2879.50		-	29.24	193.78	9999
PS12_029	PS12_012	U	-3339.25		-	66.54	276.86	9999
PS12_029	PS12_013	U	-3151.17		-	64.65	261.92	9999
PS12_029	PS12_016	U	-3398.30		-	46.56	245.67	9999
PS12_029	PS12_017	U	-3399.09		-	48.05	248.92	9999
PS12_029	PS12_018	U	-3249.48		-	42.15	216.38	9999
PS12_029	PS12_019	U	-3057.40		-	44.02	221.17	9999
PS12_029	PS12_020	U	-3345.92		-	76.40	302.65	9999
PS12_029	PS12_021	U	-3289.35		-	74.01	286.87	9999
PS12_029	PS12_022	U	-3357.24		-	47.92	237.80	9999
PS12_029	PS12_023	U	-2784.23		-	58.99	243.44	9999
PS12_029	PS12_024	U	-3379.50		-	53.77	249.11	9999
PS12_029	PS12_025	U	-3416.23		-	54.78	270.63	9999
PS12_029	PS12_026	U	-3173.42		-	44.89	228.94	9999
PS12_029	PS12_027	U	-3320.14		-	48.59	250.17	9999
PS12_029	PS12_028	U	-3267.97		-	51.30	247.49	9999
PS12_030	GS13_001	U	-3108.92		-	57.36	252.34	9999
PS12_030	GS13_002	U	-2424.20		-	40.63	193.18	9999
PS12_030	GS13_003	U	-2903.95		-	37.60	206.54	9999
PS12_030	GS13_004	U	-2577.89		-	44.34	195.51	9999
PS12_030	GS13_005	U	-3094.49		-	49.53	233.21	9999
PS12_030	GS13_006	U	-3079.06		-	45.45	228.87	9999
PS12_030	GS13_007	U	-2692.59		-	27.76	179.88	9999
PS12_030	GS13_008	U	-3007.22		-	19.10	165.41	9999
PS12_030	GS13_009	U	-2416.35		-	39.78	183.59	9999
PS12_030	GS13_010	U	-2604.21		-	39.82	184.09	9999
PS12_030	GS13_011	U	-2944.90		-	28.95	190.72	9999
PS12_030	GS13_012	U	-3108.12		-	47.81	228.24	9999
PS12_030	GS13_013	U	-2968.44		-	53.42	235.64	9999
PS12_030	GS13_014	U	-2976.05		-	44.51	226.85	9999
PS12_030	GS13_015	U	-2829.99		-	43.05	213.24	9999
PS12_030	GS13_016	U	-3029.87		-	56.77	244.36	9999
PS12_030	GS13_017	U	-3022.56		-	54.67	236.98	9999
PS12_030	PS12_001	U	-2944.27		-	39.19	201.81	9999
PS12_030	PS12_002	U	-2719.53		-	40.00	196.65	9999
PS12_030	PS12_003	U	-3025.82		-	31.13	194.40	9999
PS12_030	PS12_004	U	-2559.09		-	58.84	210.73	9999
PS12_030	PS12_005	U	-2913.00		-	42.76	222.33	9999
PS12_030	PS12_006	U	-2995.44		-	30.82	191.33	9999
PS12_030	PS12_007	U	-2854.24		-	38.90	202.00	9999
PS12_030	PS12_008	U	-3027.88		-	33.48	204.14	9999
PS12_030	PS12_009	U	-2842.52		-	37.92	199.82	9999
PS12_030	PS12_010	U	-2542.29		-	38.06	186.24	9999
PS12_030	PS12_011	U	-2552.38		-	29.88	160.06	9999
PS12_030	PS12_012	U	-3008.30		-	39.55	211.06	9999
PS12_030	PS12_013	U	-2858.95		-	47.92	208.75	9999
PS12_030	PS12_016	U	-3058.73		-	65.42	262.76	9999
PS12_030	PS12_017	U	-3059.63		-	64.16	261.08	9999
PS12_030	PS12_018	U	-2923.71		-	24.41	175.27	9999
PS12_030	PS12_019	U	-2817.05		-	38.91	202.10	9999
PS12_030	PS12_020	U	-3025.73		-	41.82	223.08	9999
PS12_030	PS12_021	U	-2972.90		-	48.29	214.73	9999
PS12_030	PS12_022	U	-3017.40		-	41.49	218.46	9999
PS12_030	PS12_023	U	-2549.79		-	25.66	160.34	9999
PS12_030	PS12_024	U	-3053.92		-	33.16	196.08	9999
PS12_030	PS12_025	U	-3071.62		-	51.01	244.24	9999
PS12_030	PS12_026	U	-2863.31		-	28.35	179.56	9999
PS12_030	PS12_027	U	-3000.00		-	56.53	238.15	9999
PS12_030	PS12_028	U	-2923.10		-	38.49	202.32	9999
PS12_030	PS12_029	U	-3061.62		-	50.94	234.05	9999
PS12_031	GS13_001	U	-3405.48		-	58.48	267.15	9999
PS12_031	GS13_002	U	-2641.12		-	46.14	208.13	9999
PS12_031	GS13_003	U	-3175.32		-	60.04	258.52	9999
PS12_031	GS13_004	U	-2797.59		-	47.34	227.56	9999
PS12_031	GS13_005	U	-3364.80		-	54.38	254.63	9999
PS12_031	GS13_006	U	-3341.48		-	61.92	270.66	9999
PS12_031	GS13_007	U	-2942.61		-	60.80	252.08	9999
PS12_031	GS13_008	U	-3294.74		-	50.06	250.46	9999
PS12_031	GS13_009	U	-2653.34		-	45.31	211.02	9999
PS12_031	GS13_010	U	-2844.33		-	61.35	246.85	9999
PS12_031	GS13_011	U	-3231.49		-	54.70	254.85	9999
PS12_031	GS13_012	U	-3366.24		-	72.88	289.15	9999
PS12_031	GS13_013	U	-3231.90		-	77.53	296.96	9999
PS12_031	GS13_014	U	-3250.20		-	50.91	252.20	9999
PS12_031	GS13_015	U	-3072.36		-	48.01	245.06	9999
PS12_031	GS13_016	U	-3299.03		-	73.59	295.91	9999
PS12_031	GS13_017	U	-3294.49		-	63.27	278.56	9999
PS12_031	PS12_001	U	-3187.15		-	44.50	228.52	9999
PS12_031	PS12_002	U	-2950.89		-	48.19	219.34	9999
PS12_031	PS12_003	U	-3286.60		-	61.38	269.60	9999
PS12_031	PS12_004	U	-2788.58		-	63.53	252.26	9999
PS12_031	PS12_005	U	-3171.11		-	63.42	268.72	9999
PS12_031	PS12_006	U	-3252.53		-	53.43	251.04	9999
PS12_031	PS12_007	U	-3070.87		-	58.45	261.34	9999
PS12_031	PS12_008	U	-3296.22		-	43.24	240.67	9999
PS12_031	PS12_009	U	-3094.25		-	64.68	277.57	9999
PS12_031	PS12_010	U	-2738.60		-	52.66	225.58	9999
PS12_031	PS12_011	U	-2810.83		-	38.89	207.34	9999
PS12_031	PS12_012	U	-3278.46		-	69.15	280.17	9999
PS12_031	PS12_013	U	-3106.67		-	79.81	298.52	9999
PS12_031	PS12_016	U	-3322.71		-	45.49	232.81	9999
PS12_031	PS12_017	U	-3320.28		-	45.50	232.11	9999
PS12_031	PS12_018	U	-3192.54		-	68.44	277.01	9999
PS12_031	PS12_019	U	-3035.24		-	58.09	248.92	9999
PS12_031	PS12_020	U	-3296.50		-	45.58	236.38	9999
PS12_031	PS12_021	U	-3240.55		-	63.85	275.54	9999
PS12_031	PS12_022	U	-3293.13		-	60.19	265.37	9999
PS12_031	PS12_023	U	-2764.60		-	52.25	223.24	9999
PS12_031	PS12_024	U	-3323.05		-	54.62	258.81	9999
PS12_031	PS12_025	U	-3356.16		-	54.60	259.91	9999
PS12_031	PS12_026	U	-3121.05		-	54.14	253.15	9999
PS12_031	PS12_027	U	-3262.93		-	47.62	229.96	9999
PS12_031	PS12_028	U	-3220.19		-	58.27	265.20	9999
PS12_031	PS12_029	U	-3338.39		-	69.43	288.97	9999
PS12_031	PS12_030	U	-3021.84		-	50.15	232.47	9999
PS12_032	GS13_001	U	-3399.29		-	80.59	297.25	9999
PS12_032	GS13_002	U	-2640.68		-	60.15	234.84	9999
PS12_032	GS13_003	U	-3170.97		-	73.08	284.57	9999
PS12_032	GS13_004	U	-2739.77		-	46.61	215.41	9999
PS12_032	GS13_005	U	-3381.67		-	71.40	295.87	9999
PS12_032	GS13_006	U	-3358.73		-	75.78	296.78	9999
PS12_032	GS13_007	U	-2898.17		-	50.25	231.99	9999
PS12_032	GS13_008	U	-3293.09		-	81.62	299.52	9999
PS12_032	GS13_009	U	-2601.60		-	60.35	230.56	9999
PS12_032	GS13_010	U	-2819.46		-	58.92	245.49	9999
PS12_032	GS13_011	U	-3231.54		-	72.40	279.09	9999
PS12_032	GS13_012	U	-3372.37		-	67.66	280.35	9999
PS12_032	GS13_013	U	-3213.50		-	69.51	283.58	9999
PS12_032	GS13_014	U	-3230.76		-	72.02	290.63	9999
PS12_032	GS13_015	U	-3064.74		-	64.14	258.85	9999
PS12_032	GS13_016	U	-3295.25		-	59.88	265.89	9999
PS12_032	GS13_017	U	-3300.44		-	68.78	292.21	9999
PS12_032	PS12_001	U	-3165.82		-	61.79	259.34	9999
PS12_032	PS12_002	U	-2925.94		-	49.16	220.40	9999
PS12_032	PS12_003	U	-3294.32		-	53.29	260.19	9999
PS12_032	PS12_004	U	-2781.91		-	39.31	198.41	9999
PS12_032	PS12_005	U	-3166.84		-	43.26	219.95	9999
PS12_032	PS12_006	U	-3256.06		-	62.91	264.48	9999
PS12_032	PS12_007	U	-3047.18		-	59.65	244.98	9999
PS12_032	PS12_008	U	-3292.58		-	65.70	274.63	9999
PS12_032	PS12_009	U	-3079.43		-	68.41	278.48	9999
PS12_032	PS12_010	U	-2712.71		-	62.45	247.84	9999
PS12_032	PS12_011	U	-2777.02		-	45.36	213.49	9999
PS12_032	PS12_012	U	-3269.10		-	53.16	246.13	9999
PS12_032	PS12_013	U	-3095.76		-	60.74	259.17	9999
PS12_032	PS12_016	U	-3326.76		-	71.56	297.97	9999
PS12_032	PS12_017	U	-3330.48		-	71.04	296.42	9999
PS12_032	PS12_018	U	-3187.73		-	47.83	239.02	9999
PS12_032	PS12_019	U	-2983.42		-	54.34	237.16	9999
PS12_032	PS12_020	U	-3280.32		-	53.77	253.13	9999
PS12_032	PS12_021	U	-3217.65		-	60.89	259.94	9999
PS12_032	PS12_022	U	-3301.35		-	61.48	265.23	9999
PS12_032	PS12_023	U	-2715.57		-	69.22	256.61	9999
PS12_032	PS12_024	U	-3304.44		-	50.96	246.06	9999
PS12_032	PS12_025	U	-3346.79		-	61.88	269.34	9999
PS12_032	PS12_026	U	-3102.63		-	56.95	254.28	9999
PS12_032	PS12_027	U	-3263.33		-	51.41	249.99	9999
PS12_032	PS12_028	U	-3205.03		-	49.63	232.66	9999
PS12_032	PS12_029	U	-3337.78		-	54.02	249.06	9999
PS12_032	PS12_030	U	-2996.15		-	39.83	211.29	9999
PS12_032	PS12_031	U	-3269.29		-	46.60	243.93	9999
PS12_033	GS13_001	U	-3366.75		-	60.84	269.02	9999
PS12_033	GS13_002	U	-2649.74		-	42.01	204.72	9999
PS12_033	GS13_003	U	-3143.76		-	61.99	258.71	9999
PS12_033	GS13_004	U	-2757.80		-	65.00	250.23	9999
PS12_033	GS13_005	U	-3353.62		-	66.12	272.27	9999
PS12_033	GS13_006	U	-3318.78		-	67.70	278.59	9999
PS12_033	GS13_007	U	-2897.18		-	42.73	213.11	9999
PS12_033	GS13_008	U	-3255.62		-	55.35	248.16	9999
PS12_033	GS13_009	U	-2600.81		-	56.06	227.63	9999
PS12_033	GS13_010	U	-2816.52		-	82.15	287.24	9999
PS12_033	GS13_011	U	-3206.14		-	53.18	253.61	9999
PS12_033	GS13_012	U	-3334.59		-	59.73	268.54	9999
PS12_033	GS13_013	U	-3179.42		-	75.14	298.41	9999
PS12_033	GS13_014	U	-3217.64		-	68.57	272.39	9999
PS12_033	GS13_015	U	-3046.68		-	68.63	271.91	9999
PS12_033	GS13_016	U	-3257.28		-	67.38	284.44	9999
PS12_033	GS13_017	U	-3273.58		-	88.39	314.69	9999
PS12_033	PS12_001	U	-3152.53		-	37.91	224.87	9999
PS12_033	PS12_002	U	-2887.90		-	54.06	243.14	9999
PS12_033	PS12_003	U	-3254.72		-	46.77	242.13	9999
PS12_033	PS12_004	U	-2756.73		-	49.48	218.31	9999
PS12_033	PS12_005	U	-3133.45		-	80.74	293.24	9999
PS12_033	PS12_006	U	-3229.34		-	66.76	271.63	9999
PS12_033	PS12_007	U	-3046.38		-	47.12	222.54	9999
PS12_033	PS12_008	U	-3252.94		-	80.39	306.54	9999
PS12_033	PS12_009	U	-3056.67		-	52.97	241.81	9999
PS12_033	PS12_010	U	-2669.23		-	57.53	228.97	9999
PS12_033	PS12_011	U	-2770.57		-	48.43	211.98	9999
PS12_033	PS12_012	U	-3236.00		-	64.37	267.44	9999
PS12_033	PS12_013	U	-3063.97		-	75.40	291.12	9999
PS12_033	PS12_016	U	-3292.04		-	60.50	274.06	9999
PS12_033	PS12_017	U	-3287.38		-	60.09	273.88	9999
PS12_033	PS12_018	U	-3158.63		-	28.55	202.53	9999
PS12_033	PS12_019	U	-2963.02		-	60.76	245.02	9999
PS12_033	PS12_020	U	-3258.36		-	38.37	222.77	9999
PS12_033	PS12_021	U	-3175.34		-	45.08	217.23	9999
PS12_033	PS12_022	U	-3267.67		-	69.27	266.26	9999
PS12_033	PS12_023	U	-2720.33		-	59.32	237.82	9999
PS12_033	PS12_024	U	-3287.93		-	39.14	231.12	9999
PS12_033	PS12_025	U	-3327.73		-	83.46	304.36	9999
PS12_033	PS12_026	U	-3077.11		-	55.96	250.84	9999
PS12_033	PS12_027	U	-3233.73		-	46.30	239.52	9999
PS12_033	PS12_028	U	-3169.95		-	69.89	276.33	9999
PS12_033	PS12_029	U	-3319.85		-	52.05	249.37	9999
PS12_033	PS12_030	U	-3014.98		-	44.19	216.68	9999
PS12_033	PS12_031	U	-3254.02		-	64.28	279.12	9999
PS12_033	PS12_032	U	-3246.79		-	55.86	252.72	9999
PS12_034	GS13_001	U	-3282.07		-	36.50	217.50	9999
PS12_034	GS13_002	U	-2569.78		-	14.97	144.69	9999
PS12_034	GS13_003	U	-3078.91		-	32.64	200.48	9999
PS12_034	GS13_004	U	-2693.31		-	25.85	164.41	9999
PS12_034	GS13_005	U	-3266.73		-	20.80	209.81	9999
PS12_034	GS13_006	U	-3241.73		-	30.34	209.42	9999
PS12_034	GS13_007	U	-2836.26		-	22.98	172.44	9999
PS12_034	GS13_008	U	-3176.90		-	25.57	202.82	9999
PS12_034	GS13_009	U	-2560.21		-	13.94	147.04	9999
PS12_034	GS13_010	HS	-2773.18		4.39	-	126.00	9999
PS12_034	GS13_011	U	-3126.22		-	14.33	176.78	9999
PS12_034	GS13_012	U	-3245.36		-	11.22	163.42	9999
PS12_034	GS13_013	U	-3121.64		-	38.27	217.19	9999
PS12_034	GS13_014	U	-3150.38		-	9.87	175.07	9999
PS12_034	GS13_015	U	-2983.37		-	18.22	178.70	9999
PS12_034	GS13_016	U	-3177.88		-	30.88	206.29	9999
PS12_034	GS13_017	U	-3200.87		-	29.13	198.03	9999
PS12_034	PS12_001	U	-3093.26		-	22.19	182.63	9999
PS12_034	PS12_002	U	-2878.71		-	14.63	151.89	9999
PS12_034	PS12_003	U	-3170.39		-	8.66	162.31	9999
PS12_034	PS12_004	U	-2719.24		-	9.74	152.48	9999
PS12_034	PS12_005	U	-3072.08		-	16.41	176.72	9999
PS12_034	PS12_006	U	-3136.50		-	15.99	170.28	9999
PS12_034	PS12_007	U	-2962.05		-	30.59	187.78	9999
PS12_034	PS12_008	U	-3182.56		-	13.19	168.01	9999
PS12_034	PS12_009	U	-3001.86		-	24.02	175.01	9999
PS12_034	PS12_010	U	-2630.32		-	12.92	144.37	9999
PS12_034	PS12_011	U	-2733.15		-	29.02	175.82	9999
PS12_034	PS12_012	U	-3154.29		-	16.91	175.40	9999
PS12_034	PS12_013	U	-3007.91		-	36.16	197.44	9999
PS12_034	PS12_016	U	-3210.65		-	32.24	212.88	9999
PS12_034	PS12_017	U	-3214.33		-	32.51	213.85	9999
PS12_034	PS12_018	U	-3085.98		-	21.84	175.90	9999
PS12_034	PS12_019	U	-2929.91		-	8.33	153.58	9999
PS12_034	PS12_020	HS	-3185.45		1.38	-	160.34	9999
PS12_034	PS12_021	U	-3134.39		-	8.20	158.66	9999
PS12_034	PS12_022	U	-3193.38		-	17.94	178.62	9999
PS12_034	PS12_023	U	-2664.12		-	18.46	155.42	9999
PS12_034	PS12_024	U	-3214.10		-	21.52	186.19	9999
PS12_034	PS12_025	U	-3243.00		-	8.55	166.89	9999
PS12_034	PS12_026	U	-3010.94		-	56.04	227.63	9999
PS12_034	PS12_027	U	-3161.55		-	52.67	241.03	9999
PS12_034	PS12_028	U	-3108.39		-	25.18	195.23	9999
PS12_034	PS12_029	U	-3249.73		-	53.05	242.12	9999
PS12_034	PS12_030	U	-2928.84		-	42.16	207.65	9999
PS12_034	PS12_031	U	-3191.90		-	65.63	274.70	9999
PS12_034	PS12_032	U	-3166.79		-	52.08	245.09	9999
PS12_034	PS12_033	U	-3147.52		-	55.21	254.68	9999
PS12_035	GS13_001	U	-3350.11		-	46.25	247.27	9999
PS12_035	GS13_002	U	-2602.30		-	59.88	235.79	9999
PS12_035	GS13_003	U	-3117.30		-	37.02	211.64	9999
PS12_035	GS13_004	U	-2714.62		-	57.13	226.56	9999
PS12_035	GS13_005	U	-3321.45		-	52.58	250.19	9999
PS12_035	GS13_006	U	-3306.76		-	46.37	237.42	9999
PS12_035	GS13_007	U	-2878.81		-	58.69	246.70	9999
PS12_035	GS13_008	U	-3230.15		-	53.46	260.37	9999
PS12_035	GS13_009	U	-2576.37		-	36.70	187.44	9999
PS12_035	GS13_010	U	-2781.51		-	46.16	217.82	9999
PS12_035	GS13_011	U	-3179.54		-	48.81	238.11	9999
PS12_035	GS13_012	U	-3312.59		-	40.97	232.94	9999
PS12_035	GS13_013	U	-3176.68		-	59.66	270.70	9999
PS12_035	GS13_014	U	-3173.15		-	48.85	234.99	9999
PS12_035	GS13_015	U	-3011.37		-	66.30	259.16	9999
PS12_035	GS13_016	U	-3235.23		-	65.25	273.62	9999
PS12_035	GS13_017	U	-3248.94		-	61.37	260.64	9999
PS12_035	PS12_001	U	-3120.32		-	43.74	225.64	9999
PS12_035	PS12_002	U	-2883.74		-	37.46	199.08	9999
PS12_035	PS12_003	U	-3238.80		-	58.21	256.03	9999
PS12_035	PS12_004	U	-2714.46		-	58.30	234.10	9999
PS12_035	PS12_005	U	-3109.74		-	68.25	267.30	9999
PS12_035	PS12_006	U	-3197.84		-	26.07	190.26	9999
PS12_035	PS12_007	U	-3011.59		-	53.10	237.89	9999
PS12_035	PS12_008	U	-3232.79		-	55.99	254.60	9999
PS12_035	PS12_009	U	-3026.97		-	54.89	246.91	9999
